ds,yhat
2020-06-21,4453865.245555861
2020-06-22,2737121.262311195
2020-06-23,2673119.238178174
2020-06-24,2753918.727803794
2020-06-25,2698370.314284255
2020-06-26,3027651.5933369985
2020-06-27,4378818.741740726
2020-06-28,4574416.569844659
2020-06-29,2843729.264152777
2020-06-30,2763708.3297877447
2020-07-01,2826851.3793809447
2020-07-02,2752485.3065857375
2020-07-03,3062286.4294407587
2020-07-04,4393815.874535158
2020-07-05,4570113.613944304
2020-07-06,2820933.861129967
2020-07-07,2723658.8085466847
2020-07-08,2771164.7847624044
2020-07-09,2683094.7456105296
2020-07-10,2981369.995106192
2020-07-11,4303719.642229548
2020-07-12,4473271.358782865
2020-07-13,2719786.211664427
2020-07-14,2620574.531758272
2020-07-15,2668366.7905060262
2020-07-16,2582593.2094760947
2020-07-17,2884904.7336785956
2020-07-18,4212713.542799312
2020-07-19,4388796.277636583
2020-07-20,2642542.3238174045
2020-07-21,2550883.6544814873
2020-07-22,2606179.7279269416
2020-07-23,2527510.6914712936
2020-07-24,2836211.064226779
2020-07-25,4169421.645846323
2020-07-26,4349702.445880465
2020-07-27,2606288.65011
2020-07-28,2516025.8671068302
2020-07-29,2571257.9683628776
2020-07-30,2491120.6721581332
2020-07-31,2797073.0278788335
2020-08-01,4126444.617446366
2020-08-02,4302041.421787925
2020-08-03,2553392.6008556103
2020-08-04,2457674.734275578
2020-08-05,2507587.201741841
2020-08-06,2422632.2698416268
2020-08-07,2724632.495608312
2020-08-08,4051263.7400096525
2020-08-09,4225647.223401692
2020-08-10,2477583.3474148847
2020-08-11,2384464.283004025
2020-08-12,2439139.4180446533
2020-08-13,2361187.5936139906
2020-08-14,2672429.0375542664
2020-08-15,4010455.5127440086
2020-08-16,4198222.253878169
2020-08-17,2465284.4718516935
2020-08-18,2388715.3893407937
2020-08-19,2460979.775100014
2020-08-20,2401216.6927994112
2020-08-21,2730764.078367389
2020-08-22,4086703.295327095
2020-08-23,4291466.81173806
2020-08-24,2574091.297715896
2020-08-25,2511152.5918467147
2020-08-26,2594655.9692462734
2020-08-27,2543334.888901622
2020-08-28,2878190.310051819
2020-08-29,4236048.232787345
2020-08-30,4439178.158214936
2020-08-31,2716554.379278156
2020-09-01,2644796.2361867954
2020-09-02,2716060.538696675
2020-09-03,2649339.1950641195
2020-09-04,2965994.097472955
2020-09-05,4303306.980005233
2020-09-06,4484087.105720077
2020-09-07,2737918.9522049
2020-09-08,2642086.378360715
2020-09-09,2689446.9050295926
2020-09-10,2599709.6492542247
2020-09-11,2894949.5176191716
2020-09-12,4213135.970273033
2020-09-13,4377719.830312232
2020-09-14,2618860.9304243266
2020-09-15,2514333.6881602923
2020-09-16,2557384.8188063484
2020-09-17,2467997.2519511995
2020-09-18,2768393.3176812152
2020-09-19,4096555.8936442463
2020-09-20,4275811.274443181
2020-09-21,2536056.73939397
2020-09-22,2454669.984741347
2020-09-23,2524374.5908185896
2020-09-24,2464515.438503791
2020-09-25,2796576.8784602713
2020-09-26,4157721.9777428256
2020-09-27,4370396.143535331
2020-09-28,2663577.5557556543
2020-09-29,2613710.9619911485
2020-09-30,2712598.3417593744
2020-10-01,2678699.658170737
2020-10-02,3032675.7912433078
2020-10-03,4410951.275561982
2020-10-04,4635339.467597777
2020-10-05,2934311.9470907105
2020-10-06,2883948.1442287965
2020-10-07,2975838.22009661
2020-10-08,2928392.0357926954
2020-10-09,3262386.030365508
2020-10-10,4614525.4736197395
2020-10-11,4807064.685414302
2020-10-12,3069067.11716968
2020-10-13,2977341.502136978
2020-10-14,3024327.434982289
2020-10-15,2929383.6592582334
2020-10-16,3214311.4240600024
2020-10-17,4516891.00069206
2020-10-18,4660474.642339834
2020-10-19,2875218.6208997928
2020-10-20,2738991.3131312197
2020-10-21,2745231.4672103687
2020-10-22,2614210.6825936
2020-10-23,2868533.1807491863
2020-10-24,4146651.61562014
2020-10-25,4272442.787415009
2020-10-26,2476426.3804959375
2020-10-27,2336664.075682806
2020-10-28,2346613.426721185
2020-10-29,2226390.664978832
2020-10-30,2498275.5093856757
2020-10-31,3800236.5976178413
2020-11-01,3955521.1402394385
2020-11-02,2193891.5344760763
2020-11-03,2092545.7920171213
2020-11-04,2143995.576753668
2020-11-05,2067355.3406717815
2020-11-06,2383874.8966567656
2020-11-07,3730493.263659294
2020-11-08,3929456.585499001
2020-11-09,2209582.061964513
2020-11-10,2147203.974232077
2020-11-11,2234074.875051052
2020-11-12,2188674.774835799
2020-11-13,2531760.0921657453
2020-11-14,3899929.7373820688
2020-11-15,4115250.7806801684
2020-11-16,2406525.4210981205
2020-11-17,2350235.2497448446
2020-11-18,2438435.9263328933
2020-11-19,2390055.284468854
2020-11-20,2726426.9496685388
2020-11-21,4084837.2766628508
2020-11-22,4288128.605698492
2020-11-23,2565941.1974736378
2020-11-24,2495630.5603618487
2020-11-25,2570134.0660388954
2020-11-26,2509240.6807412966
2020-11-27,2835096.7196639753
2020-11-28,4185726.2429981977
2020-11-29,4384609.870445877
2020-11-30,2661905.0939700324
2020-12-01,2595345.445039319
2020-12-02,2678092.9586939705
2020-12-03,2629998.196237047
2020-12-04,2973101.0436733477
2020-12-05,4345151.080376664
2020-12-06,4569191.331340208
2020-12-07,2874788.378784021
2020-12-08,2838945.9467216055
2020-12-09,2953976.0266971053
2020-12-10,2938781.3101942427
2020-12-11,3314381.5406898786
2020-12-12,4717461.88396627
2020-12-13,4969986.362012368
2020-12-14,3300458.507320295
2020-12-15,3284865.5041538887
2020-12-16,3414579.033498037
2020-12-17,3407665.7549842317
2020-12-18,3784439.249226087
2020-12-19,5181030.7942867875
2020-12-20,5419021.381813299
2020-12-21,3726716.59279022
2020-12-22,3680100.1806973787
2020-12-23,3770739.2899120133
2020-12-24,3717094.091741454
2020-12-25,4040063.6530002616
2020-12-26,5376545.544977865
2020-12-27,5549051.871619274
2020-12-28,3786963.7415444315
2020-12-29,3667460.5570134474
2020-12-30,3683397.678679687
2020-12-31,3554585.9682055656
2021-01-01,3803305.811882335
2021-01-02,5067833.968382997
2021-01-03,5172026.778610953
2021-01-04,3346542.621926846
2021-01-05,3169740.8282968835
2021-01-06,3135531.395740966
2021-01-07,2964629.7383065405
2021-01-08,3180049.7038669004
